Time,DigitalTherm,Thermistor
19:51.4,14.21,14.06
19:57.1,14.19,14.06
20:02.8,14.21,14.06
20:08.5,14.23,14.06
20:14.2,14.17,14.06
20:19.9,14.17,14.06
20:25.5,14.25,14.06
20:31.3,14.19,14.06
20:36.9,14.19,14.06
20:42.6,14.19,14.06
20:48.3,14.21,14.06
20:54.0,14.21,14.06
20:59.7,14.23,14.06
21:05.4,14.23,14.06
21:11.1,14.17,14.06
21:16.7,14.23,14.06
21:22.4,14.25,14.06
21:28.1,14.19,14.06
21:33.8,14.23,14.06
21:39.5,14.21,14.06
21:45.2,14.19,14.06
21:50.9,14.23,14.06
21:56.6,14.23,14.06
22:02.2,14.21,14.06
22:07.9,14.19,14.06
22:13.6,14.21,14.06
22:19.3,14.23,14.06
22:25.0,14.23,14.06
22:30.7,14.23,14.06
22:36.4,14.21,14.06
22:42.1,14.19,14.06
22:47.8,14.21,14.06
22:53.4,14.23,14.06
22:59.1,14.21,14.06
23:04.8,14.19,14.06
23:10.5,14.21,14.06
23:16.2,14.21,14.06
23:21.9,14.21,14.06
23:27.6,14.21,14.06
23:33.3,14.21,14.06
23:38.9,14.19,14.06
23:44.6,14.19,14.06
23:50.3,14.19,14.06
23:56.0,14.19,14.06
24:01.7,14.21,14.06
24:07.4,14.17,14.06
24:13.1,14.21,14.06
24:18.8,14.21,14.06
24:24.4,14.25,14.06
24:30.1,14.21,14.06
24:35.8,14.17,14.06
24:41.5,14.19,14.06
24:47.2,14.19,14.06
24:52.9,14.21,14.06
24:58.6,14.23,14.06
25:04.3,14.19,14.06
25:09.9,14.21,14.06
25:15.6,14.16,14.06
25:21.3,14.23,14.06
25:27.0,14.21,14.06
25:32.7,14.17,14.06
25:38.4,14.23,14.06
25:44.1,14.23,14.06
25:49.8,14.19,14.06
25:55.4,14.19,14.06
26:01.1,14.19,14.06
26:06.8,14.17,14.06
26:12.5,14.23,14.06
26:18.2,14.19,14.06
26:23.9,14.19,14.06
26:29.6,14.17,14.06
26:35.3,14.19,14.06
26:40.9,14.23,14.06
26:46.6,14.16,14.06
26:52.3,14.19,14.06
26:58.0,14.21,14.06
27:03.7,14.19,14.06
27:09.4,14.23,14.06
27:15.1,14.16,14.06
27:20.7,14.21,14.06
27:26.4,14.21,14.06
27:32.1,14.19,14.06
27:37.8,14.17,14.06
27:43.5,14.21,14.06
27:49.2,14.21,14.06
27:54.9,14.21,14.06
28:00.6,14.16,14.06
28:06.2,14.25,14.06
28:11.9,14.19,14.06
28:17.6,14.19,14.06
28:23.3,14.21,14.06
28:29.0,14.16,14.06
28:34.7,14.19,14.06
28:40.4,14.19,14.06
28:46.1,14.17,14.06
28:51.7,14.23,14.06
28:57.4,14.21,14.06
29:03.1,14.21,14.06
29:08.8,14.23,14.06
29:14.5,14.16,14.06
29:20.2,14.19,14.06
29:25.9,14.21,14.06
29:31.6,14.17,14.06
29:37.3,14.19,14.06
29:42.9,14.19,14.06
29:48.6,14.19,14.06
29:54.3,14.19,14.06
30:00.0,14.17,14.06
30:05.7,14.23,14.06
30:11.4,14.17,14.06
30:17.1,14.19,14.06
30:22.8,14.23,14.06
30:28.4,14.17,14.06
30:34.1,14.21,14.06
30:39.8,14.23,14.06
30:45.5,14.19,14.06
30:51.2,14.21,14.06
30:56.9,14.21,14.06
31:02.6,14.17,14.06
31:08.3,14.21,14.06
31:13.9,14.21,14.06
31:19.6,14.19,14.06
31:25.3,14.19,14.06
31:31.0,14.21,14.06
31:36.7,14.17,14.06
31:42.4,14.16,14
31:48.1,14.19,14.06
31:53.8,14.21,14.06
31:59.4,14.21,14.06
32:05.1,14.19,14.06
32:10.8,14.16,14.06
32:16.5,14.21,14.06
32:22.2,14.23,14.06
32:27.9,14.17,14.06
32:33.6,14.21,14.06
32:39.3,14.21,14.06
32:44.9,14.21,14.06
32:50.6,14.19,14.06
32:56.3,14.16,14.06
33:02.0,14.21,14.06
33:07.7,14.21,14.06
33:13.4,14.16,14.06
33:19.1,14.16,14.06
33:24.7,14.19,14.06
33:30.4,14.23,14.06
33:36.1,14.17,14.06
33:41.8,14.16,14.06
33:47.5,14.19,14.06
33:53.2,14.19,14.06
33:58.9,14.17,14.06
34:04.6,14.19,14.06
34:10.3,14.21,14.06
34:16.0,14.17,14.06
34:21.6,14.17,14.06
34:27.3,14.21,14.06
34:33.0,14.17,14.06
34:38.7,14.21,14.06
34:44.4,14.21,14.06
34:50.1,14.19,14.06
34:55.8,14.19,14.06
35:01.4,14.19,14.06
35:07.1,14.19,14.06
35:12.8,14.19,14.06
35:18.5,14.21,14.06
35:24.2,14.17,14.06
35:29.9,14.19,14.06
35:35.6,14.17,14.06
35:41.3,14.19,14.06
35:46.9,14.17,14.06
35:52.6,14.21,14.06
35:58.3,14.23,14.06
36:04.0,14.25,14.06
36:09.7,14.19,14.06
36:15.4,14.19,14
36:21.1,14.17,14.06
36:26.8,14.19,14.06
36:32.4,14.16,14.06
36:38.1,14.17,14.06
36:43.8,14.16,14.06
36:49.5,14.17,14.06
36:55.2,14.17,14.06
37:00.9,14.17,14
37:06.6,14.17,14.06
37:12.3,14.17,14.06
37:17.9,14.19,14.06
37:23.6,14.23,14.06
37:29.3,14.21,14
37:35.0,14.21,14
37:40.7,14.21,14.06
37:46.4,14.17,14.06
37:52.1,14.19,14.06
37:57.8,14.21,14
38:03.4,14.23,14.06
38:09.1,14.21,14.06
38:14.8,14.21,14.06
38:20.5,14.19,14.06
38:26.2,14.16,14.06
38:31.9,14.16,14.06
38:37.6,14.19,14
38:43.3,14.17,14.06
38:48.9,14.17,14
38:54.6,14.21,14.06
39:00.3,14.23,14.06
39:06.0,14.21,14.06
39:11.7,14.17,14
39:17.4,14.17,14.06
39:23.1,14.19,14.06
39:28.8,14.16,14.06
39:34.5,14.21,14.06
39:40.1,14.21,14.06
39:45.8,14.19,14.06
39:51.5,14.17,14.06
39:57.2,14.21,14.06
40:02.9,14.19,14.06
40:08.6,14.14,14.06
40:14.3,14.16,14
40:20.0,14.19,14
40:25.6,14.16,14
40:31.3,14.17,14.06
40:37.0,14.21,14.06
40:42.7,14.19,14.06
40:48.4,14.16,14.06
40:54.1,14.19,14.06
40:59.8,14.17,14
41:05.4,14.17,14.06
41:11.1,14.16,14.06
41:16.8,14.19,14.06
41:22.5,14.17,14.06
41:28.2,14.16,14
41:33.9,14.19,14
41:39.6,14.19,14.06
41:45.3,14.16,14.06
41:50.9,14.19,14
41:56.6,14.19,14
42:02.3,14.16,14.06
42:08.0,14.19,14
42:13.7,14.19,14.06
42:19.4,14.19,14.06
42:25.1,14.16,14.06
42:30.8,14.17,14.06
42:36.4,14.17,14
42:42.1,14.14,14.06
42:47.8,14.17,14
42:53.5,14.19,14.06
42:59.2,14.19,14.06
43:04.9,14.14,14.06
43:10.6,14.19,14
43:16.3,14.14,14.06
43:22.0,14.16,14.06
43:27.7,14.19,14
43:33.3,14.14,14.06
43:39.0,14.17,14
43:44.7,14.23,14
43:50.4,14.16,14.06
43:56.1,14.17,14.06
44:01.8,14.19,14.06
44:07.4,14.17,14.06
44:13.1,14.16,14.06
44:18.8,14.17,14
44:24.5,14.23,14
44:30.2,14.16,14.06
44:35.9,14.17,14
44:41.6,14.21,14.06
44:47.3,14.16,14.06
44:53.0,14.14,14
44:58.7,14.14,14.06
45:04.3,14.17,14.06
45:10.0,14.14,14
45:15.7,14.17,14.06
45:21.4,14.14,14.06
45:27.1,14.19,14
45:32.8,14.16,14.06
45:38.5,14.17,14
45:44.1,14.19,14
45:49.8,14.16,14.06
45:55.5,14.17,14.06
46:01.2,14.17,14
46:06.9,14.19,14.06
46:12.6,14.19,14
46:18.3,14.19,14.06
46:23.9,14.17,14.06
46:29.6,14.21,14
46:35.3,14.16,14.06
46:41.0,14.16,14
46:46.7,14.16,14.06
46:52.4,14.14,14.06
46:58.1,14.17,14.06
47:03.8,14.19,14.06
47:09.5,14.23,14
47:15.2,14.17,14
47:20.8,14.19,14.06
47:26.5,14.14,14.06
47:32.2,14.14,14.06
47:37.9,14.16,14.06
47:43.6,14.17,14
47:49.3,14.17,14
47:55.0,14.17,14.06
48:00.6,14.21,14.06
48:06.3,14.19,14
48:12.0,14.16,14
48:17.7,14.16,14
48:23.4,14.14,14.06
48:29.1,14.17,14.06
48:34.8,14.19,14
48:40.5,14.16,14
48:46.1,14.19,14.06
48:51.8,14.12,14.06
48:57.5,14.14,14
49:03.2,14.16,14
49:08.9,14.16,14.06
49:14.6,14.17,14.06
49:20.3,14.17,14
49:25.9,14.23,14
49:31.6,14.14,14.06
49:37.4,14.14,14
49:43.0,14.17,14
49:48.7,14.17,14.06
49:54.4,14.21,14
50:00.1,14.16,14.06
50:05.8,14.16,14
50:11.5,14.19,14.06
50:17.2,14.16,14.06
50:22.8,14.14,14.06
50:28.5,14.17,14.06
50:34.2,14.17,14.06
50:39.9,14.19,14.06
50:45.6,14.14,14
50:51.3,14.17,14.06
50:57.0,14.19,14
51:02.7,14.16,14
51:08.3,14.17,14
51:14.0,14.14,14.06
51:19.7,14.19,14
51:25.4,14.16,14
51:31.1,14.16,14.06
51:36.8,14.19,14
51:42.5,14.21,14.06
51:48.1,14.17,14.06
51:53.9,14.14,14
51:59.5,14.17,14
52:05.2,14.16,14
52:10.9,14.17,14
52:16.6,14.16,14
52:22.3,14.19,14.06
52:28.0,14.16,14
52:33.7,14.17,14
52:39.4,14.17,14
52:45.0,14.16,14.06
52:50.7,14.16,14
52:56.4,14.19,14
53:02.1,14.16,14
53:07.8,14.17,14
53:13.4,14.16,14
53:19.1,14.19,14
53:24.8,14.14,14
53:30.5,14.16,14
53:36.2,14.17,14
53:41.9,14.14,14
53:47.6,14.16,14
53:53.3,14.19,14
53:59.0,14.16,14
54:04.7,14.17,14
54:10.3,14.19,14
54:16.0,14.14,14
54:21.7,14.16,14
54:27.4,14.16,14
54:33.1,14.19,14
54:38.8,14.19,14
54:44.5,14.14,14
54:50.2,14.16,14
54:55.9,14.14,14
55:01.5,14.19,14
55:07.2,14.17,14
55:12.9,14.14,14.06
55:18.6,14.17,14
55:24.3,14.14,14
55:30.0,14.17,14
55:35.6,14.16,14
55:41.3,14.12,14
55:47.0,14.14,14
55:52.7,14.16,14
55:58.4,14.17,14
56:04.1,14.16,14
56:09.8,14.17,14
56:15.5,14.14,14
56:21.2,14.19,14
56:26.9,14.14,14
56:32.5,14.12,14.06
56:38.2,14.14,14
56:43.9,14.16,14
56:49.6,14.17,14.06
56:55.3,14.19,14
57:01.0,14.17,14
57:06.7,14.17,14.06
57:12.4,14.17,14
57:18.0,14.14,14
57:23.7,14.17,14
57:29.4,14.14,14
57:35.1,14.17,14
57:40.8,14.19,14
57:46.5,14.16,14.06
57:52.2,14.17,14
57:57.9,14.16,14
58:03.6,14.16,14
58:09.2,14.19,14
58:14.9,14.16,14
58:20.6,14.21,14
58:26.3,14.16,14
58:32.0,14.17,14
58:37.7,14.12,14
58:43.4,14.14,14
58:49.0,14.14,14
58:54.7,14.16,14
59:00.4,14.17,14
59:06.1,14.19,14
59:11.8,14.17,14
59:17.5,14.14,14
59:23.2,14.16,14
59:28.9,14.16,14
59:34.5,14.17,14
59:40.2,14.1,14
59:45.9,14.17,14
59:51.6,14.17,14
59:57.3,14.12,14
00:03.0,14.17,14
00:08.7,14.16,14
00:14.3,14.17,14
00:20.0,14.14,14
00:25.7,14.17,14
00:31.4,14.12,14
00:37.1,14.14,14
00:42.8,14.17,14
00:48.5,14.16,14
00:54.2,14.14,14
00:59.9,14.12,14
01:05.5,14.17,14
01:11.2,14.17,14
01:16.9,14.12,14
01:22.6,14.16,14
01:28.3,14.14,14
01:34.0,14.14,14
01:39.7,14.12,14
01:45.4,14.12,14
01:51.0,14.14,14
01:56.7,14.17,14
02:02.4,14.14,14
02:08.1,14.12,14
02:13.8,14.14,14
02:19.5,14.16,14
02:25.2,14.14,14
02:30.9,14.12,14
02:36.5,14.16,14
02:42.3,14.16,14
02:47.9,14.17,14
02:53.6,14.12,14
02:59.3,14.14,14
03:05.0,14.14,14
03:10.7,14.14,14
03:16.3,14.23,14
03:22.1,14.17,14
03:27.7,14.12,14
03:33.4,14.12,14
03:39.1,14.16,14
03:44.8,14.14,14
03:50.5,14.16,14
03:56.2,14.17,14
04:01.9,14.16,14
04:07.6,14.14,14
04:13.2,14.14,14
04:18.9,14.14,14
04:24.6,14.14,14
04:30.3,14.17,14
04:36.0,14.17,14
04:41.7,14.17,14
04:47.4,14.14,14
04:53.1,14.14,14
04:58.7,14.16,14
05:04.4,14.14,14
05:10.1,14.14,14
05:15.8,14.16,14
05:21.5,14.12,14
05:27.2,14.12,14
05:32.9,14.14,14
05:38.6,14.16,14
05:44.2,14.14,14
05:49.9,14.16,14
05:55.6,14.16,14
06:01.3,14.12,14
06:07.0,14.16,14
06:12.7,14.12,14
06:18.4,14.1,14
06:24.1,14.12,14
06:29.7,14.14,14
06:35.4,14.12,14
06:41.1,14.14,14
06:46.8,14.14,14
06:52.5,14.16,14
06:58.2,14.17,14
07:03.9,14.16,14
07:09.5,14.14,14
07:15.2,14.14,14
07:20.9,14.12,14
07:26.6,14.14,14
07:32.3,14.16,14
07:38.0,14.14,14
07:43.7,14.17,14
07:49.4,14.1,14
07:55.0,14.16,14
08:00.7,14.14,14
08:06.4,14.16,14
08:12.1,14.17,14
08:17.8,14.12,14
08:23.5,14.12,14
08:29.2,14.16,14
08:34.9,14.12,14
08:40.6,14.16,14
08:46.2,14.12,14
08:51.9,14.17,14
08:57.6,14.16,14
09:03.3,14.1,14
09:09.0,14.16,14
09:14.7,14.14,14
09:20.4,14.14,14
09:26.0,14.12,14
09:31.7,14.14,14
09:37.4,14.14,14
09:43.1,14.14,14
09:48.8,14.19,14
09:54.5,14.17,14
10:00.2,14.14,14
10:05.9,14.14,14
10:11.6,14.17,14
10:17.2,14.16,14
10:22.9,14.14,14
10:28.6,14.17,14
10:34.3,14.16,14
10:40.0,14.12,14
10:45.7,14.14,14
10:51.4,14.16,14
10:57.0,14.14,14
11:02.7,14.16,14
11:08.4,14.16,14
11:14.1,14.12,14
11:19.8,14.16,14
11:25.5,14.17,14
11:31.2,14.14,14
11:36.9,14.14,14
11:42.6,14.14,14
11:48.2,14.16,14
11:53.9,14.16,14
11:59.6,14.17,14
12:05.3,14.16,14
12:11.0,14.16,14
12:16.7,14.16,14
12:22.4,14.17,14
12:28.0,14.14,14
12:33.7,14.14,14
12:39.4,14.16,14
12:45.1,14.14,14
12:50.8,14.12,14
12:56.5,14.16,14
13:02.2,14.19,14
13:07.9,14.14,14
13:13.6,14.14,14
13:19.3,14.16,14
13:24.9,14.16,14
13:30.6,14.16,14
13:36.3,14.12,14
13:42.0,14.17,14
13:47.7,14.16,14
13:53.4,14.17,14
13:59.1,14.17,14
14:04.8,14.1,14
14:10.4,14.12,14
14:16.1,14.16,14
14:21.8,14.14,14
14:27.5,14.1,14
14:33.2,14.12,14
14:38.9,14.14,14
14:44.6,14.16,14
14:50.2,14.12,14
14:55.9,14.14,14
15:01.6,14.17,14
15:07.3,14.12,14
15:13.0,14.14,14
15:18.7,14.12,14
15:24.4,14.1,14
15:30.0,14.16,14
15:35.8,14.14,14
15:41.4,14.12,14
15:47.1,14.16,14
15:52.8,14.06,14
15:58.5,14.14,14
16:04.2,14.08,14
16:09.9,14.17,14
16:15.5,14.12,14
16:21.2,14.12,14
16:26.9,14.14,14
16:32.6,14.12,14
16:38.3,14.12,14
16:44.0,14.12,14
16:49.7,14.1,14
16:55.4,14.1,14
17:01.0,14.14,14
17:06.7,14.12,14
17:12.4,14.1,14
17:18.1,14.16,14
17:23.8,14.1,14
17:29.5,14.14,13.94
17:35.2,14.17,14
17:40.8,14.1,14
17:46.6,14.17,14
17:52.2,14.12,14
17:57.9,14.14,14
18:03.6,14.16,14
18:09.3,14.12,14
18:15.0,14.1,14
18:20.7,14.16,14
18:26.4,14.14,14
18:32.1,14.14,14
18:37.8,14.16,14
18:43.4,14.08,14
18:49.1,14.14,13.94
18:54.8,14.1,14
19:00.5,14.14,14
19:06.2,14.14,14
19:11.9,14.14,14
19:17.5,14.16,13.94
19:23.2,14.12,14
19:29.0,14.12,14
19:34.6,14.14,14
19:40.3,14.16,14
19:46.0,14.08,14
19:51.7,14.14,14
19:57.4,14.14,14
20:03.0,14.14,14
20:08.8,14.08,14
20:14.4,14.14,14
20:20.1,14.16,14
20:25.8,14.14,14
20:31.5,14.14,14
20:37.2,14.14,14
20:42.9,14.08,14
20:48.6,14.16,14
20:54.2,14.12,14
20:59.9,14.14,14
21:05.6,14.14,14
21:11.3,14.16,14
21:17.0,14.16,14
21:22.7,14.12,14
21:28.4,14.12,14
21:34.1,14.14,14
21:39.7,14.1,14
21:45.4,14.14,13.94
21:51.1,14.12,13.94
21:56.8,14.14,14
22:02.5,14.12,13.94
22:08.2,14.12,14
22:13.9,14.14,13.94
22:19.5,14.1,14
22:25.2,14.16,14
22:30.9,14.1,14
22:36.6,14.12,13.94
22:42.3,14.1,14
22:48.0,14.16,13.94
22:53.7,14.1,14
22:59.4,14.14,14
23:05.1,14.12,14
23:10.7,14.12,14
23:16.4,14.14,13.94
23:22.1,14.12,13.94
23:27.8,14.12,14
23:33.5,14.08,14
23:39.2,14.14,14
23:44.8,14.14,14
23:50.6,14.1,14
23:56.2,14.12,13.94
24:01.9,14.1,14
24:07.6,14.16,14
24:13.3,14.1,13.94
24:19.0,14.1,13.94
24:24.7,14.16,14
24:30.4,14.12,13.94
24:36.1,14.1,14
24:41.8,14.14,14
24:47.4,14.14,14
24:53.1,14.1,14
24:58.8,14.12,14
25:04.5,14.14,14
25:10.2,14.12,13.94
25:15.9,14.08,14
25:21.5,14.12,14
25:27.2,14.16,13.94
25:32.9,14.16,14
25:38.6,14.14,14
25:44.3,14.14,14
25:50.0,14.08,14
25:55.7,14.08,14
26:01.4,14.1,14
26:07.1,14.12,14
26:12.7,14.1,14
26:18.4,14.12,13.94
26:24.1,14.14,14
26:29.8,14.14,13.94
26:35.5,14.12,14
26:41.2,14.17,14
26:46.9,14.14,14
26:52.6,14.12,14
26:58.2,14.12,14
27:03.9,14.14,14
27:09.6,14.1,14
27:15.3,14.08,13.94
27:21.0,14.1,14
27:26.7,14.1,13.94
27:32.4,14.12,14
27:38.1,14.12,13.94
27:43.7,14.1,13.94
27:49.4,14.08,14
27:55.1,14.12,14
28:00.8,14.12,14
28:06.5,14.14,14
28:12.2,14.14,14
28:17.9,14.14,14
28:23.5,14.1,14
28:29.2,14.1,14
28:34.9,14.08,14
28:40.6,14.08,14
28:46.3,14.08,14
28:52.0,14.12,13.94
28:57.7,14.08,13.94
29:03.4,14.12,14
29:09.1,14.1,14
29:14.7,14.06,13.94
29:20.4,14.1,14
29:26.1,14.1,14
29:31.8,14.12,13.94
29:37.5,14.14,14
29:43.2,14.14,13.94
29:48.9,14.1,14
29:54.6,14.14,14
30:00.2,14.1,14
30:05.9,14.14,14
30:11.6,14.12,13.94
30:17.3,14.1,14
30:23.0,14.14,13.94
30:28.7,14.06,13.94
30:34.4,14.1,14
30:40.1,14.1,14
30:45.7,14.1,14
30:51.4,14.12,14
30:57.1,14.14,13.94
31:02.8,14.1,14
31:08.5,14.1,13.94
31:14.2,14.16,13.94
31:19.9,14.14,13.94
31:25.6,14.12,13.94
31:31.3,14.12,14
31:36.9,14.12,14
31:42.6,14.14,13.94
31:48.3,14.14,13.94
31:54.0,14.14,13.94
31:59.7,14.12,13.94
32:05.4,14.12,13.94
32:11.0,14.12,14
32:16.8,14.1,14
32:22.4,14.1,13.94
32:28.1,14.12,13.94
32:33.8,14.08,14
32:39.5,14.06,14
32:45.2,14.1,14
32:50.8,14.08,13.94
32:56.5,14.12,13.94
33:02.2,14.14,13.94
33:07.9,14.14,14
33:13.6,14.1,13.94
33:19.3,14.12,13.94
33:25.0,14.08,13.94
33:30.7,14.14,14
33:36.4,14.1,13.94
33:42.1,14.14,13.94
33:47.7,14.12,13.94
33:53.4,14.14,13.94
33:59.1,14.14,13.94
34:04.8,14.1,13.94
34:10.5,14.08,13.94
34:16.2,14.12,13.94
34:21.9,14.1,13.94
34:27.5,14.08,13.94
34:33.2,14.12,14
34:38.9,14.12,13.94
34:44.6,14.08,14
34:50.3,14.1,13.94
34:56.0,14.1,14
35:01.7,14.08,14
35:07.4,14.12,13.94
35:13.1,14.08,13.94
35:18.7,14.1,13.94
35:24.4,14.12,13.94
35:30.1,14.1,13.94
35:35.8,14.06,13.94
35:41.5,14.1,13.94
35:47.2,14.12,13.94
35:52.9,14.1,13.94
35:58.5,14.12,14
36:04.2,14.14,13.94
36:09.9,14.1,13.94
36:15.6,14.1,14
36:21.3,14.08,13.94
36:27.0,14.12,13.94
36:32.7,14.1,13.94
36:38.4,14.08,13.94
36:44.1,14.1,13.94
36:49.7,14.14,13.94
36:55.4,14.1,13.94
37:01.1,14.14,13.94
37:06.8,14.12,13.94
37:12.5,14.12,13.94
37:18.2,14.1,14
37:23.9,14.08,14
37:29.5,14.12,13.94
37:35.2,14.12,14
37:40.9,14.08,13.94
37:46.6,14.1,13.94
37:52.3,14.14,14
37:58.0,14.12,13.94
38:03.7,14.08,14
38:09.4,14.1,13.94
38:15.1,14.08,13.94
38:20.8,14.1,13.94
38:26.4,14.1,13.94
38:32.1,14.1,13.94
38:37.8,14.12,13.94
38:43.5,14.12,13.94
38:49.2,14.1,14
38:54.9,14.04,13.94
39:00.6,14.1,13.94
39:06.2,14.14,13.94
39:11.9,14.14,13.94
39:17.6,14.1,14
39:23.3,14.08,14
39:29.0,14.1,13.94
39:34.7,14.06,13.94
39:40.4,14.08,13.94
39:46.1,14.1,13.94
39:51.8,14.08,13.94
39:57.4,14.12,13.94
40:03.1,14.08,13.94
40:08.8,14.08,13.94
40:14.5,14.08,13.94
40:20.2,14.1,13.94
40:25.9,14.1,13.94
40:31.6,14.1,13.94
40:37.2,14.08,13.94
40:42.9,14.14,13.94
40:48.6,14.12,13.94
40:54.3,14.04,14
41:00.0,14.08,13.94
41:05.7,14.08,13.94
41:11.4,14.14,14
41:17.1,14.1,13.94
41:22.7,14.06,14
41:28.4,14.08,13.94
41:34.1,14.1,13.94
41:39.8,14.08,13.94
41:45.5,14.08,14
41:51.2,14.08,13.94
41:56.9,14.12,13.94
42:02.5,14.06,13.94
42:08.2,14.08,13.94
42:13.9,14.12,13.94
42:19.6,14.06,13.94
42:25.3,14.06,13.94
42:31.0,14.08,13.94
42:36.7,14.12,14
42:42.4,14.1,13.94
42:48.1,14.1,13.94
42:53.8,14.1,13.94
42:59.4,14.08,13.94
43:05.1,14.12,13.94
43:10.8,14.06,13.94
43:16.5,14.08,13.94
43:22.2,14.12,13.94
43:27.9,14.08,13.94
43:33.6,14.12,13.94
43:39.3,14.12,13.94
43:44.9,14.12,13.94
43:50.6,14.14,13.94
43:56.3,14.12,13.94
44:02.0,14.08,13.94
44:07.7,14.1,13.94
44:13.4,14.1,13.94
44:19.1,14.08,14
44:24.8,14.1,13.94
44:30.4,14.08,13.94
44:36.1,14.1,13.94
44:41.8,14.08,13.94
44:47.5,14.12,13.94
44:53.2,14.1,13.94
44:58.9,14.12,13.94
45:04.6,14.06,13.94
45:10.2,14.06,13.94
45:15.9,14.08,13.94
45:21.6,14.08,13.94
45:27.3,14.1,13.94
45:33.0,14.06,13.94
45:38.7,14.1,13.94
45:44.4,14.1,13.94
45:50.0,14.1,13.94
45:55.7,14.04,13.94
46:01.4,14.08,13.94
46:07.1,14.1,13.94
46:12.8,14.08,13.94
46:18.5,14.06,13.94
46:24.2,14.08,13.94
46:29.9,14.08,13.94
46:35.5,14.08,13.94
46:41.2,14.12,13.94
46:46.9,14.1,13.94
46:52.6,14.1,13.94
46:58.3,14.12,13.94
47:04.0,14.12,13.94
47:09.7,14.1,13.94
47:15.3,14.08,13.94
47:21.1,14.08,13.94
47:26.8,14.08,13.94
47:32.4,14.08,13.94
47:38.1,14.1,13.94
47:43.8,14.12,13.94
47:49.5,14.12,13.94
47:55.2,14.08,13.94
48:00.9,14.08,13.94
48:06.6,14.08,13.94
48:12.2,14.06,13.94
48:17.9,14.04,13.94
48:23.6,14.06,13.94
48:29.3,14.08,13.94
48:35.0,14.08,13.94
48:40.7,14.14,13.94
48:46.4,14.08,13.94
48:52.1,14.08,13.94
48:57.7,14.08,13.94
49:03.4,14.06,13.94
49:09.1,14.02,13.94
49:14.8,14.06,13.94
49:20.5,14.12,13.94
49:26.2,14.1,13.94
49:31.9,14.08,13.94
49:37.6,14.08,13.94
49:43.3,14.06,13.94
49:48.9,14.1,13.94
49:54.6,14.06,13.94
50:00.3,14.08,13.94
50:06.0,14.12,13.94
50:11.7,14.12,13.94
50:17.4,14.06,13.94
50:23.1,14.06,13.94
50:28.7,14.12,13.94
50:34.4,14.1,13.94
50:40.1,14.06,13.94
50:45.8,14.1,13.94
50:51.5,14.04,13.94
50:57.2,14.1,13.94
51:02.9,14.04,13.94
51:08.6,14.12,13.94
51:14.2,14.06,13.94
51:19.9,14.12,13.94
51:25.6,14.1,13.94
51:31.3,14.06,13.94
51:37.0,14.08,13.94
51:42.7,14.06,13.94
51:48.4,14.08,13.94
51:54.1,14.06,13.94
51:59.8,14.04,13.94
52:05.4,14.06,13.94
52:11.1,14.08,13.94
52:16.8,14.06,13.94
52:22.5,14.08,13.94
52:28.2,14.1,13.94
52:33.9,14.1,13.94
52:39.6,14.06,13.94
52:45.3,14.04,13.94
52:50.9,14.1,13.94
52:56.6,14.1,13.94
53:02.3,14.08,13.94
53:08.0,14.08,13.94
53:13.7,14.06,13.94
53:19.4,14.06,13.94
53:25.1,14.08,13.94
53:30.7,14.12,13.94
53:36.4,14.08,13.94
53:42.1,14.08,13.94
53:47.8,14.1,13.94
53:53.5,14.04,13.94
53:59.2,14.08,13.94
54:04.9,14.08,13.94
54:10.6,14.08,13.94
54:16.3,14.1,13.94
54:21.9,14.1,13.94
54:27.6,14.08,13.94
54:33.3,14.06,13.94
54:39.0,14.08,13.94
54:44.7,14.06,13.94
54:50.4,14.1,13.94
54:56.1,14.08,13.94
55:01.8,14.06,13.94
55:07.4,14.08,13.94
55:13.1,14.08,13.94
55:18.8,14.12,13.94
55:24.5,14.08,13.94
55:30.2,14.04,13.94
55:35.9,14.08,13.94
55:41.6,14.1,13.94
55:47.3,14.06,13.94
55:53.0,14.1,13.94
55:58.6,14.06,13.94
56:04.3,14.04,13.94
56:10.0,14.1,13.94
56:15.7,14.08,13.94
56:21.4,14.06,13.94
56:27.1,14.1,13.94
56:32.8,14.06,13.94
56:38.4,14.06,13.94
56:44.1,14.1,13.94
56:49.8,14.06,13.94
56:55.5,14.08,13.94
57:01.2,14.12,13.94
57:06.9,14.06,13.94
57:12.5,14.08,13.94
57:18.2,14.1,13.94
57:24.0,14.06,13.94
57:29.6,14.04,13.94
57:35.3,14.08,13.94
57:41.0,14.12,13.94
57:46.7,14.06,13.94
57:52.4,14.08,13.94
57:58.1,14.1,13.94
58:03.7,14.06,13.94
58:09.4,14.1,13.94
58:15.1,14.06,13.94
58:20.8,14.06,13.94
58:26.5,14.14,13.94
58:32.2,14.06,13.94
58:37.9,14.08,13.94
58:43.6,14.04,13.94
58:49.3,14.06,13.94
58:54.9,14.1,13.94
59:00.6,14.06,13.94
59:06.3,14.08,13.94
59:12.0,14.08,13.94
59:17.7,14.06,13.94
59:23.4,14.06,13.94
59:29.1,14.1,13.94
59:34.8,14.06,13.94
59:40.4,14.06,13.94
59:46.1,14.06,13.94
59:51.8,14.06,13.94
59:57.5,14.08,13.94
00:03.2,14.04,13.94
00:08.9,14.04,13.94
00:14.6,14.08,13.94
00:20.2,14.06,13.88
00:26.0,14.04,13.94
00:31.6,14.02,13.94
00:37.3,14.08,13.94
00:43.0,14.08,13.94
