Time,DigitalTherm,Thermistor
50:45.6,0.56,0.06
50:51.3,0.58,0.06
50:57.0,0.54,0.06
51:02.7,0.61,0.06
51:08.4,0.54,0.06
51:14.0,0.58,0.12
51:19.7,0.56,0.06
51:25.4,0.58,0.06
51:31.1,0.54,0.06
51:36.8,0.58,0.06
51:42.5,0.56,0.12
51:48.2,0.5,0.06
51:53.9,0.56,0.06
51:59.6,0.58,0.06
52:05.3,0.54,0.06
52:10.9,0.56,0.06
52:16.7,0.54,0.06
52:22.3,0.56,0.06
52:28.0,0.58,0.06
52:33.7,0.56,0.06
52:39.4,0.58,0.06
52:45.1,0.56,0.06
52:50.8,0.61,0.06
52:56.5,0.56,0.06
53:02.2,0.61,0.06
53:07.9,0.52,0.06
53:13.6,0.61,0.06
53:19.3,0.58,0.06
53:24.9,0.61,0.06
53:30.6,0.52,0.06
53:36.3,0.58,0.06
53:42.0,0.56,0.06
53:47.7,0.56,0.06
53:53.4,0.61,0.06
53:59.1,0.56,0.06
54:04.8,0.58,0.06
54:10.5,0.58,0.06
54:16.1,0.54,0.06
54:21.8,0.61,0.06
54:27.5,0.52,0.06
54:33.2,0.58,0.06
54:39.0,0.52,0.12
54:44.6,0.54,0.06
54:50.3,0.56,0.06
54:56.0,0.56,0.12
55:01.7,0.54,0.06
55:07.4,0.61,0.06
55:13.1,0.58,0.06
55:18.7,0.58,0.06
55:24.4,0.54,0.06
55:30.1,0.54,0.06
55:35.9,0.52,0.06
55:41.5,0.56,0.06
55:47.2,0.56,0.06
55:52.9,0.58,0.06
55:58.6,0.56,0.06
56:04.3,0.63,0.12
56:10.0,0.54,0.06
56:15.7,0.58,0.12
56:21.4,0.58,0.06
56:27.1,0.52,0.06
56:32.7,0.58,0.06
56:38.5,0.54,0.12
56:44.1,0.54,0.06
56:49.8,0.61,0.06
56:55.5,0.56,0.06
57:01.2,0.61,0.06
57:06.9,0.56,0.06
57:12.6,0.58,0.06
57:18.3,0.63,0.12
57:24.0,0.54,0.06
57:29.7,0.58,0.06
57:35.3,0.61,0.06
57:41.0,0.5,0.06
57:46.7,0.58,0.06
57:52.4,0.52,0.06
57:58.1,0.58,0.06
58:03.8,0.56,0.12
58:09.5,0.54,0.06
58:15.2,0.56,0.06
58:20.9,0.58,0.06
58:26.6,0.52,0.06
58:32.3,0.58,0.12
58:37.9,0.54,0.06
58:43.6,0.58,0.06
58:49.3,0.56,0.06
58:55.0,0.56,0.06
59:00.7,0.58,0.06
59:06.4,0.56,0.12
59:12.1,0.58,0.06
59:17.8,0.61,0.06
59:23.5,0.54,0.06
59:29.2,0.54,0.06
59:34.8,0.52,0.06
59:40.5,0.58,0.06
59:46.2,0.58,0.06
59:51.9,0.5,0.06
59:57.6,0.61,0.06
00:03.3,0.63,0.06
00:09.0,0.54,0.06
00:14.7,0.56,0.12
00:20.4,0.52,0.06
00:26.1,0.56,0.06
00:31.8,0.58,0.06
00:37.4,0.58,0.12
00:43.1,0.61,0.06
00:48.8,0.61,0.06
00:54.5,0.61,0.06
01:00.2,0.58,0.06
01:05.9,0.58,0.06
01:11.6,0.58,0.06
01:17.3,0.54,0.12
01:23.0,0.56,0.06
01:28.7,0.56,0.06
01:34.4,0.52,0.12
01:40.1,0.58,0.06
01:45.8,0.52,0.06
01:51.4,0.56,0.06
01:57.1,0.58,0.06
02:02.8,0.56,0.06
02:08.5,0.61,0.06
02:14.2,0.56,0.06
02:19.9,0.54,0.06
02:25.6,0.61,0.06
02:31.3,0.54,0.06
02:36.9,0.54,0.06
02:42.6,0.56,0.12
02:48.3,0.54,0.06
02:54.0,0.56,0.06
02:59.7,0.58,0.06
03:05.4,0.56,0.06
03:11.1,0.54,0.06
03:16.8,0.54,0.06
03:22.5,0.54,0.06
03:28.2,0.54,0.06
03:33.9,0.56,0.06
03:39.6,0.54,0.06
03:45.3,0.63,0.06
03:51.0,0.58,0.06
03:56.6,0.54,0.06
04:02.3,0.56,0.06
04:08.0,0.58,0.12
04:13.7,0.56,0.06
04:19.4,0.54,0.06
04:25.1,0.63,0.12
04:30.8,0.63,0.06
04:36.5,0.61,0.06
04:42.2,0.56,0.06
04:47.9,0.58,0.06
04:53.5,0.54,0.12
04:59.2,0.56,0.06
05:04.9,0.54,0.06
05:10.6,0.56,0.06
05:16.3,0.56,0.12
05:22.0,0.52,0.06
05:27.7,0.54,0.06
05:33.4,0.54,0.06
05:39.1,0.52,0.06
05:44.8,0.52,0.06
05:50.5,0.58,0.06
05:56.1,0.56,0.06
06:01.9,0.56,0.06
06:07.5,0.54,0.06
06:13.2,0.58,0.06
06:18.9,0.5,0.06
06:24.6,0.56,0.06
06:30.3,0.56,0.06
06:36.0,0.5,0.06
06:41.7,0.52,0.06
06:47.4,0.54,0.06
06:53.1,0.56,0.06
06:58.8,0.56,0.06
07:04.4,0.54,0.06
07:10.1,0.56,0.06
07:15.8,0.58,0.06
07:21.5,0.56,0.06
07:27.2,0.54,0.12
07:32.9,0.56,0.06
07:38.6,0.58,0.12
07:44.3,0.54,0.06
07:50.0,0.63,0.06
07:55.6,0.54,0.12
08:01.4,0.58,0.06
08:07.0,0.56,0.06
08:12.8,0.56,0.12
08:18.4,0.61,0.06
08:24.1,0.54,0.06
08:29.8,0.58,0.06
08:35.5,0.58,0.06
08:41.2,0.58,0.06
08:46.9,0.52,0.12
08:52.6,0.56,0.06
08:58.3,0.56,0.12
09:03.9,0.54,0.06
09:09.6,0.54,0.06
09:15.3,0.56,0.06
09:21.0,0.61,0.06
09:26.7,0.61,0.06
09:32.4,0.56,0.06
09:38.1,0.58,0.12
09:43.8,0.63,0.12
09:49.5,0.58,0.12
09:55.2,0.54,0.12
10:00.9,0.58,0.06
10:06.6,0.63,0.12
10:12.3,0.56,0.12
10:17.9,0.52,0.06
10:23.6,0.54,0.06
10:29.3,0.5,0.12
10:35.0,0.58,0.06
10:40.7,0.54,0.06
10:46.4,0.61,0.06
10:52.1,0.58,0.12
10:57.8,0.56,0.12
11:03.4,0.58,0.12
11:09.2,0.61,0.06
11:14.9,0.58,0.06
11:20.5,0.54,0.06
11:26.2,0.52,0.12
11:31.9,0.52,0.06
11:37.6,0.56,0.12
11:43.3,0.52,0.12
11:49.0,0.56,0.06
11:54.7,0.5,0.12
12:00.4,0.54,0.12
12:06.1,0.56,0.06
12:11.8,0.56,0.06
12:17.5,0.54,0.12
12:23.2,0.61,0.06
12:28.8,0.61,0.12
12:34.6,0.58,0.12
12:40.2,0.61,0.06
12:45.9,0.56,0.06
12:51.6,0.54,0.12
12:57.3,0.56,0.06
13:03.0,0.56,0.12
13:08.7,0.52,0.12
13:14.3,0.5,0.12
13:20.0,0.52,0.12
13:25.8,0.54,0.06
13:31.4,0.52,0.06
13:37.1,0.54,0.12
13:42.8,0.58,0.12
13:48.5,0.54,0.12
13:54.2,0.61,0.12
13:59.9,0.58,0.12
14:05.6,0.56,0.12
14:11.3,0.61,0.12
14:17.0,0.58,0.12
14:22.6,0.58,0.12
14:28.3,0.58,0.12
14:34.0,0.56,0.06
14:39.7,0.52,0.19
14:45.4,0.56,0.19
14:51.1,0.54,0.19
14:56.8,0.56,0.19
15:02.5,0.56,0.12
15:08.2,0.5,0.12
15:13.9,0.56,0.12
15:19.6,0.56,0.12
15:25.2,0.63,0.12
15:30.9,0.56,0.12
15:36.6,0.45,0.12
15:42.3,0.54,0.12
15:48.0,0.54,0.12
15:53.7,0.54,0.12
15:59.4,0.52,0.12
16:05.1,0.54,0.06
16:10.8,0.61,0.06
16:16.5,0.61,0.12
16:22.2,0.5,0.06
16:27.9,0.56,0.06
16:33.5,0.56,0.12
16:39.2,0.54,0.06
16:44.9,0.56,0.06
16:50.6,0.56,0.06
16:56.3,0.56,0.06
17:02.0,0.52,0.06
17:07.7,0.58,0.06
17:13.4,0.61,0.12
17:19.1,0.54,0.06
17:24.8,0.54,0.06
17:30.5,0.56,0.12
17:36.1,0.54,0.12
17:41.8,0.54,0.12
17:47.6,0.5,0.06
17:53.2,0.56,0.12
17:58.9,0.56,0.06
18:04.6,0.54,0.12
18:10.3,0.61,0.12
18:16.0,0.54,0.12
18:21.7,0.58,0.06
18:27.4,0.52,0.12
18:33.0,0.56,0.06
18:38.7,0.5,0.12
18:44.4,0.56,0.12
18:50.1,0.5,0.12
18:55.8,0.54,0.06
19:01.5,0.56,0.06
19:07.2,0.52,0.06
19:12.9,0.56,0.12
19:18.6,0.54,0.06
19:24.3,0.56,0.12
19:29.9,0.52,0.06
19:35.6,0.61,0.12
19:41.3,0.52,0.06
19:47.0,0.54,0.06
19:52.7,0.54,0.12
19:58.4,0.63,0.12
20:04.1,0.56,0.12
20:09.8,0.58,0.12
20:15.5,0.54,0.12
20:21.2,0.52,0.12
20:26.9,0.56,0.12
20:32.6,0.54,0.06
20:38.3,0.54,0.12
20:43.9,0.63,0.12
20:49.6,0.58,0.06
20:55.3,0.54,0.06
21:01.0,0.5,0.12
21:06.7,0.54,0.12
21:12.4,0.58,0.12
21:18.1,0.58,0.12
21:23.8,0.54,0.12
21:29.5,0.58,0.12
21:35.2,0.58,0.06
21:40.8,0.58,0.12
21:46.6,0.58,0.12
21:52.2,0.56,0.12
21:57.9,0.5,0.12
22:03.6,0.58,0.12
22:09.3,0.56,0.12
22:15.0,0.5,0.06
22:20.7,0.52,0.12
22:26.4,0.58,0.12
22:32.1,0.58,0.12
22:37.8,0.47,0.12
22:43.5,0.52,0.12
22:49.2,0.5,0.12
22:54.8,0.56,0.12
23:00.5,0.61,0.12
23:06.2,0.61,0.06
23:11.9,0.54,0.12
23:17.6,0.54,0.12
23:23.3,0.5,0.12
23:29.0,0.58,0.06
23:34.7,0.52,0.06
23:40.4,0.54,0.12
23:46.1,0.56,0.12
23:51.8,0.58,0.06
23:57.4,0.54,0.12
24:03.1,0.56,0.12
24:08.8,0.54,0.12
24:14.5,0.56,0.12
24:20.2,0.56,0.12
24:25.9,0.52,0.12
24:31.6,0.56,0.12
24:37.3,0.56,0.12
24:43.0,0.58,0.12
24:48.7,0.56,0.12
24:54.3,0.54,0.12
25:00.1,0.56,0.12
25:05.7,0.52,0.12
25:11.4,0.58,0.12
25:17.1,0.54,0.12
25:22.8,0.52,0.12
25:28.5,0.61,0.12
25:34.2,0.54,0.06
25:39.9,0.56,0.12
25:45.6,0.54,0.12
25:51.3,0.54,0.12
25:56.9,0.58,0.12
26:02.6,0.52,0.12
26:08.4,0.54,0.12
26:14.0,0.56,0.12
26:19.7,0.58,0.12
26:25.4,0.58,0.12
26:31.1,0.58,0.12
26:36.8,0.56,0.12
26:42.5,0.54,0.12
26:48.2,0.56,0.12
26:53.9,0.52,0.12
26:59.6,0.56,0.12
27:05.3,0.58,0.12
27:10.9,0.54,0.12
27:16.6,0.56,0.12
27:22.3,0.56,0.12
27:28.0,0.5,0.12
27:33.7,0.52,0.12
27:39.4,0.54,0.12
27:45.1,0.54,0.12
27:50.8,0.58,0.12
27:56.5,0.58,0.12
28:02.2,0.52,0.12
28:07.8,0.52,0.12
28:13.5,0.54,0.12
28:19.2,0.61,0.12
28:24.9,0.56,0.12
28:30.6,0.54,0.12
28:36.3,0.52,0.12
28:42.0,0.56,0.12
28:47.7,0.56,0.12
28:53.4,0.52,0.12
28:59.1,0.54,0.12
29:04.8,0.56,0.12
29:10.5,0.56,0.12
29:16.1,0.54,0.12
29:21.8,0.54,0.12
29:27.6,0.61,0.12
29:33.2,0.54,0.12
29:38.9,0.58,0.12
29:44.6,0.5,0.12
29:50.3,0.58,0.12
29:56.0,0.52,0.12
30:01.7,0.54,0.12
30:07.4,0.61,0.12
30:13.1,0.56,0.12
30:18.7,0.58,0.12
30:24.5,0.54,0.12
30:30.1,0.54,0.12
30:35.8,0.56,0.12
30:41.5,0.58,0.12
30:47.2,0.58,0.12
30:52.9,0.5,0.12
30:58.6,0.56,0.12
31:04.3,0.54,0.12
31:09.9,0.61,0.12
31:15.7,0.52,0.12
31:21.3,0.63,0.12
31:27.0,0.56,0.12
31:32.7,0.52,0.12
31:38.4,0.61,0.12
31:44.1,0.58,0.12
31:49.8,0.56,0.12
31:55.5,0.58,0.12
32:01.2,0.54,0.12
32:06.9,0.56,0.12
32:12.6,0.58,0.19
32:18.2,0.54,0.12
32:23.9,0.54,0.12
32:29.6,0.61,0.12
32:35.4,0.54,0.12
32:41.0,0.58,0.12
32:46.7,0.58,0.12
32:52.4,0.56,0.12
32:58.1,0.58,0.12
33:03.8,0.52,0.12
33:09.5,0.61,0.12
33:15.1,0.58,0.12
33:20.8,0.61,0.12
33:26.6,0.52,0.12
33:32.3,0.56,0.12
33:37.9,0.54,0.12
33:43.6,0.56,0.12
33:49.3,0.63,0.12
33:55.0,0.58,0.12
34:00.7,0.61,0.12
34:06.4,0.56,0.12
34:12.1,0.61,0.12
34:17.8,0.56,0.12
34:23.4,0.54,0.12
34:29.1,0.58,0.12
34:34.8,0.58,0.12
34:40.5,0.58,0.12
34:46.3,0.58,0.12
34:51.9,0.58,0.12
34:57.6,0.61,0.12
35:03.3,0.61,0.12
35:09.0,0.56,0.12
35:14.7,0.56,0.12
35:20.4,0.56,0.12
35:26.1,0.54,0.12
35:31.7,0.56,0.12
35:37.4,0.54,0.12
35:43.1,0.54,0.12
35:48.8,0.56,0.12
35:54.5,0.58,0.12
36:00.2,0.54,0.12
36:05.9,0.54,0.19
36:11.6,0.58,0.12
36:17.3,0.52,0.12
36:23.0,0.54,0.12
36:28.7,0.58,0.12
36:34.3,0.56,0.12
36:40.0,0.56,0.12
36:45.7,0.56,0.19
36:51.4,0.56,0.12
36:57.1,0.56,0.12
37:02.8,0.54,0.12
37:08.5,0.56,0.12
37:14.2,0.54,0.19
37:19.9,0.56,0.12
37:25.6,0.54,0.19
37:31.3,0.54,0.12
37:37.0,0.54,0.19
37:42.6,0.63,0.12
37:48.3,0.61,0.12
37:54.0,0.58,0.12
37:59.7,0.54,0.12
38:05.4,0.58,0.12
38:11.1,0.58,0.12
38:16.8,0.54,0.12
38:22.5,0.61,0.12
38:28.2,0.61,0.12
38:33.9,0.63,0.12
38:39.5,0.58,0.12
38:45.2,0.58,0.12
38:50.9,0.56,0.12
38:56.6,0.63,0.12
39:02.3,0.61,0.12
39:08.0,0.61,0.12
39:13.7,0.65,0.19
39:19.4,0.58,0.12
39:25.1,0.56,0.19
39:30.8,0.61,0.19
39:36.5,0.58,0.12
39:42.2,0.56,0.12
39:47.9,0.56,0.12
39:53.5,0.61,0.12
39:59.2,0.61,0.19
40:04.9,0.54,0.19
40:10.6,0.61,0.12
40:16.3,0.58,0.19
40:22.0,0.63,0.12
40:27.7,0.61,0.12
40:33.4,0.63,0.12
40:39.1,0.67,0.19
40:44.8,0.56,0.12
40:50.4,0.56,0.12
40:56.1,0.63,0.12
41:01.8,0.58,0.19
41:07.5,0.54,0.19
41:13.2,0.63,0.19
41:18.9,0.58,0.19
41:24.6,0.61,0.19
41:30.3,0.65,0.12
41:36.0,0.56,0.19
41:41.6,0.63,0.19
41:47.3,0.65,0.19
41:53.0,0.56,0.12
41:58.8,0.61,0.12
42:04.4,0.63,0.12
42:10.1,0.54,0.19
42:15.8,0.56,0.19
42:21.5,0.63,0.19
42:27.2,0.63,0.19
42:32.9,0.63,0.12
42:38.6,0.63,0.19
42:44.3,0.63,0.19
42:50.0,0.65,0.19
42:55.7,0.61,0.12
43:01.3,0.63,0.19
43:07.0,0.63,0.19
43:12.7,0.65,0.19
43:18.4,0.63,0.19
43:24.1,0.65,0.19
43:29.8,0.65,0.19
43:35.5,0.65,0.19
43:41.2,0.63,0.19
43:46.9,0.63,0.19
43:52.5,0.63,0.19
43:58.2,0.65,0.19
44:03.9,0.63,0.19
44:09.6,0.58,0.19
44:15.4,0.63,0.19
44:21.0,0.63,0.19
44:26.7,0.58,0.19
44:32.4,0.65,0.19
44:38.1,0.61,0.19
44:43.8,0.63,0.19
44:49.5,0.67,0.19
44:55.2,0.61,0.19
45:00.8,0.67,0.19
45:06.5,0.61,0.19
45:12.2,0.65,0.19
45:17.9,0.58,0.19
45:23.6,0.67,0.19
45:29.3,0.61,0.19
45:35.0,0.67,0.19
45:40.7,0.61,0.19
45:46.4,0.67,0.19
45:52.1,0.63,0.19
45:57.8,0.69,0.19
46:03.5,0.69,0.12
46:09.2,0.63,0.19
46:14.8,0.69,0.19
46:20.5,0.61,0.19
46:26.2,0.65,0.19
46:31.9,0.63,0.19
46:37.6,0.63,0.19
46:43.3,0.65,0.19
46:49.0,0.61,0.19
46:54.7,0.67,0.19
47:00.3,0.65,0.19
47:06.1,0.61,0.19
47:11.7,0.69,0.19
47:17.4,0.67,0.19
47:23.1,0.63,0.12
47:28.8,0.61,0.19
47:34.5,0.69,0.19
47:40.2,0.65,0.19
47:45.9,0.63,0.19
47:51.6,0.67,0.19
47:57.3,0.65,0.19
48:03.0,0.67,0.12
48:08.7,0.61,0.19
48:14.3,0.65,0.19
48:20.0,0.65,0.19
48:25.7,0.61,0.19
48:31.4,0.65,0.19
48:37.1,0.65,0.19
48:42.8,0.67,0.19
48:48.5,0.65,0.19
48:54.2,0.69,0.19
48:59.9,0.67,0.19
49:05.6,0.58,0.19
49:11.2,0.69,0.19
49:16.9,0.65,0.19
49:22.6,0.63,0.19
49:28.3,0.63,0.19
49:34.0,0.63,0.19
49:39.7,0.67,0.19
49:45.4,0.65,0.19
49:51.1,0.58,0.19
49:56.8,0.67,0.19
50:02.5,0.67,0.19
50:08.2,0.61,0.19
50:13.8,0.65,0.19
50:19.5,0.65,0.19
50:25.2,0.63,0.19
50:30.9,0.65,0.19
50:36.6,0.65,0.19
50:42.3,0.69,0.19
50:48.0,0.63,0.19
50:53.7,0.65,0.19
50:59.4,0.65,0.19
51:05.1,0.67,0.19
51:10.8,0.63,0.19
51:16.4,0.65,0.19
51:22.2,0.72,0.19
51:27.8,0.65,0.19
51:33.5,0.63,0.19
51:39.2,0.72,0.19
51:44.9,0.65,0.19
51:50.6,0.67,0.19
51:56.3,0.61,0.19
52:02.0,0.65,0.19
52:07.7,0.61,0.19
52:13.4,0.67,0.19
52:19.0,0.67,0.19
52:24.7,0.58,0.19
52:30.4,0.69,0.19
52:36.1,0.61,0.19
52:41.8,0.69,0.19
52:47.5,0.69,0.19
52:53.2,0.61,0.19
52:58.9,0.72,0.19
53:04.6,0.65,0.19
53:10.3,0.65,0.19
53:15.9,0.69,0.19
53:21.7,0.65,0.19
53:27.3,0.69,0.19
53:33.0,0.61,0.19
53:38.7,0.61,0.19
53:44.4,0.69,0.19
53:50.1,0.63,0.19
53:55.8,0.67,0.19
54:01.5,0.63,0.19
54:07.2,0.67,0.19
54:12.9,0.65,0.19
54:18.6,0.63,0.19
54:24.2,0.67,0.19
54:29.9,0.61,0.19
54:35.6,0.67,0.19
54:41.3,0.61,0.19
54:47.0,0.61,0.19
54:52.7,0.63,0.19
54:58.4,0.67,0.19
55:04.1,0.67,0.19
55:09.8,0.63,0.19
55:15.5,0.65,0.19
55:21.2,0.65,0.19
55:26.9,0.65,0.19
55:32.5,0.69,0.19
55:38.2,0.63,0.19
55:43.9,0.72,0.19
55:49.6,0.65,0.19
55:55.3,0.69,0.19
56:01.0,0.69,0.19
56:06.7,0.65,0.19
56:12.4,0.61,0.19
56:18.1,0.69,0.19
56:23.8,0.65,0.19
56:29.4,0.67,0.19
56:35.2,0.63,0.19
56:40.8,0.65,0.19
56:46.6,0.65,0.19
56:52.2,0.65,0.19
56:57.9,0.69,0.19
57:03.6,0.67,0.19
57:09.3,0.65,0.19
57:15.0,0.67,0.19
57:20.7,0.67,0.19
57:26.3,0.65,0.19
57:32.1,0.65,0.19
57:37.7,0.63,0.19
57:43.4,0.67,0.19
57:49.1,0.65,0.19
57:54.8,0.72,0.19
58:00.5,0.61,0.19
58:06.2,0.69,0.19
58:11.9,0.74,0.19
58:17.6,0.69,0.19
58:23.3,0.67,0.19
58:29.0,0.63,0.19
58:34.7,0.72,0.19
58:40.3,0.65,0.19
58:46.0,0.67,0.19
58:51.7,0.69,0.19
58:57.4,0.65,0.19
59:03.1,0.69,0.25
59:08.8,0.67,0.19
59:14.5,0.72,0.19
59:20.2,0.65,0.19
59:25.9,0.65,0.19
59:31.6,0.65,0.19
59:37.3,0.67,0.19
59:42.9,0.65,0.19
59:48.7,0.67,0.19
59:54.3,0.69,0.19
00:00.0,0.67,0.19
00:05.7,0.65,0.19
00:11.4,0.65,0.19
00:17.1,0.65,0.19
00:22.8,0.67,0.19
00:28.5,0.65,0.19
00:34.2,0.67,0.19
00:39.8,0.69,0.19
00:45.5,0.67,0.19
00:51.2,0.65,0.19
00:56.9,0.67,0.19
01:02.6,0.67,0.19
01:08.3,0.69,0.19
01:14.0,0.65,0.19
01:19.7,0.65,0.19
01:25.4,0.65,0.19
01:31.1,0.69,0.19
01:36.8,0.72,0.19
01:42.5,0.72,0.19
01:48.2,0.65,0.19
01:53.9,0.65,0.19
01:59.5,0.72,0.19
02:05.2,0.67,0.19
02:10.9,0.69,0.19
02:16.6,0.67,0.19
02:22.3,0.69,0.19
02:28.0,0.67,0.19
02:33.7,0.67,0.19
02:39.4,0.69,0.19
02:45.0,0.67,0.19
02:50.7,0.69,0.19
02:56.5,0.65,0.19
03:02.1,0.63,0.25
03:07.8,0.63,0.19
03:13.5,0.63,0.19
03:19.2,0.69,0.19
03:24.9,0.65,0.19
03:30.6,0.67,0.19
03:36.3,0.67,0.19
03:42.0,0.67,0.19
03:47.6,0.69,0.19
03:53.3,0.69,0.19
03:59.0,0.72,0.19
04:04.7,0.74,0.19
04:10.4,0.67,0.19
04:16.1,0.69,0.19
04:21.8,0.72,0.19
04:27.5,0.65,0.19
04:33.2,0.61,0.19
04:38.9,0.61,0.19
04:44.6,0.65,0.19
04:50.3,0.65,0.19
04:55.9,0.65,0.19
05:01.6,0.67,0.19
05:07.4,0.65,0.19
05:13.0,0.72,0.25
05:18.7,0.69,0.19
05:24.4,0.72,0.19
05:30.1,0.69,0.19
05:35.8,0.67,0.19
05:41.5,0.67,0.19
05:47.2,0.69,0.19
05:52.8,0.69,0.19
05:58.6,0.69,0.19
06:04.2,0.63,0.19
06:09.9,0.65,0.25
06:15.6,0.74,0.19
06:21.3,0.67,0.19
06:27.0,0.69,0.25
06:32.7,0.72,0.19
06:38.4,0.69,0.19
06:44.1,0.63,0.25
06:49.8,0.67,0.19
06:55.5,0.69,0.19
07:01.1,0.63,0.19
07:06.8,0.67,0.25
07:12.5,0.65,0.19
07:18.2,0.74,0.19
07:23.9,0.65,0.19
07:29.6,0.72,0.19
07:35.3,0.65,0.25
07:41.0,0.67,0.19
07:46.7,0.69,0.19
07:52.4,0.69,0.19
07:58.1,0.67,0.19
08:03.7,0.69,0.25
08:09.5,0.69,0.19
08:15.1,0.65,0.19
08:20.8,0.67,0.19
08:26.5,0.72,0.19
08:32.2,0.72,0.25
08:37.9,0.67,0.19
08:43.6,0.72,0.19
08:49.3,0.67,0.25
08:55.0,0.67,0.19
09:00.7,0.69,0.19
09:06.4,0.67,0.25
09:12.0,0.69,0.25
09:17.7,0.69,0.25
09:23.4,0.67,0.19
09:29.1,0.69,0.19
09:34.8,0.65,0.25
09:40.5,0.67,0.19
09:46.2,0.72,0.19
09:51.9,0.72,0.19
09:57.6,0.69,0.19
10:03.2,0.69,0.19
10:08.9,0.63,0.19
10:14.6,0.67,0.19
10:20.3,0.72,0.19
10:26.0,0.65,0.25
10:31.7,0.65,0.25
10:37.4,0.72,0.19
10:43.1,0.67,0.19
10:48.8,0.67,0.25
10:54.5,0.63,0.19
11:00.2,0.72,0.19
11:05.9,0.74,0.25
11:11.5,0.72,0.25
11:17.3,0.65,0.19
11:22.9,0.67,0.25
11:28.6,0.67,0.19
11:34.3,0.67,0.19
11:40.0,0.69,0.25
11:45.7,0.74,0.19
11:51.4,0.65,0.19
11:57.1,0.72,0.19
12:02.8,0.69,0.19
12:08.5,0.69,0.25
12:14.1,0.72,0.19
12:19.8,0.67,0.19
12:25.6,0.72,0.25
12:31.2,0.65,0.25
12:36.9,0.72,0.19
12:42.6,0.69,0.19
12:48.3,0.69,0.19
12:54.0,0.65,0.19
12:59.7,0.72,0.19
13:05.4,0.67,0.19
13:11.1,0.67,0.25
13:16.7,0.67,0.25
13:22.4,0.69,0.19
13:28.2,0.69,0.25
13:33.8,0.69,0.19
13:39.5,0.69,0.19
13:45.2,0.72,0.25
13:50.9,0.67,0.19
13:56.6,0.65,0.25
14:02.3,0.72,0.25
14:08.0,0.67,0.25
14:13.7,0.69,0.25
14:19.4,0.65,0.19
14:25.1,0.72,0.25
14:30.7,0.65,0.25
14:36.4,0.69,0.25
14:42.1,0.69,0.25
14:47.8,0.69,0.19
14:53.5,0.74,0.25
14:59.2,0.69,0.25
15:04.9,0.67,0.25
15:10.6,0.72,0.19
15:16.3,0.69,0.25
15:21.9,0.72,0.25
15:27.7,0.65,0.25
15:33.3,0.76,0.25
15:39.0,0.72,0.19
15:44.8,0.67,0.25
15:50.4,0.72,0.25
15:56.1,0.67,0.25
16:01.8,0.69,0.19
16:07.5,0.67,0.25
16:13.2,0.72,0.25
16:18.8,0.74,0.25
16:24.5,0.69,0.25
16:30.2,0.67,0.19
16:35.9,0.69,0.25
16:41.6,0.69,0.25
16:47.3,0.74,0.25
16:53.0,0.65,0.25
16:58.7,0.76,0.25
17:04.4,0.72,0.25
17:10.1,0.76,0.25
17:15.8,0.65,0.25
17:21.4,0.72,0.19
17:27.2,0.69,0.25
17:32.8,0.69,0.25
17:38.5,0.74,0.25
17:44.3,0.69,0.25
17:49.9,0.72,0.25
17:55.6,0.69,0.25
18:01.3,0.67,0.25
18:07.0,0.67,0.25
18:12.7,0.67,0.25
18:18.4,0.72,0.25
18:24.1,0.67,0.25
18:29.7,0.72,0.25
18:35.4,0.69,0.25
18:41.1,0.69,0.25
18:46.9,0.65,0.25
18:52.5,0.67,0.19
18:58.2,0.69,0.25
19:03.9,0.69,0.25
19:09.6,0.72,0.25
19:15.3,0.65,0.25
19:21.0,0.67,0.25
19:26.7,0.74,0.25
19:32.3,0.69,0.25
19:38.0,0.72,0.25
19:43.7,0.74,0.25
19:49.4,0.67,0.25
19:55.1,0.69,0.25
20:00.8,0.72,0.25
20:06.5,0.72,0.25
20:12.2,0.65,0.25
20:17.9,0.67,0.25
20:23.6,0.72,0.25
20:29.3,0.72,0.25
20:35.0,0.67,0.25
20:40.7,0.69,0.25
20:46.3,0.72,0.25
20:52.0,0.72,0.25
20:57.7,0.67,0.25
21:03.4,0.72,0.25
21:09.1,0.72,0.25
21:14.8,0.63,0.25
21:20.5,0.69,0.25
21:26.2,0.72,0.25
21:31.9,0.63,0.25
21:37.5,0.69,0.25
21:43.3,0.69,0.25
21:48.9,0.67,0.31
21:54.6,0.67,0.25
22:00.3,0.65,0.25
22:06.0,0.72,0.25
22:11.7,0.65,0.31
22:17.4,0.69,0.25
22:23.1,0.69,0.25
22:28.8,0.65,0.31
22:34.5,0.72,0.25
22:40.2,0.67,0.25
22:45.8,0.69,0.31
22:51.6,0.67,0.31
22:57.2,0.72,0.31
23:02.9,0.72,0.31
23:08.6,0.65,0.31
23:14.3,0.72,0.25
23:20.0,0.63,0.25
23:25.7,0.69,0.31
23:31.4,0.72,0.31
23:37.1,0.67,0.25
23:42.8,0.69,0.25
23:48.5,0.69,0.31
23:54.1,0.65,0.31
23:59.8,0.74,0.25
24:05.5,0.69,0.31
24:11.2,0.69,0.31
24:16.9,0.74,0.31
24:22.6,0.63,0.31
24:28.3,0.72,0.25
24:34.0,0.65,0.25
24:39.7,0.74,0.31
24:45.4,0.67,0.25
24:51.0,0.74,0.31
24:56.7,0.69,0.31
25:02.4,0.69,0.31
25:08.1,0.74,0.31
25:13.8,0.67,0.31
25:19.5,0.65,0.31
